"IID" "secure_parents" "partic_vote" "partic_protest" "imp_immig" "imp_jobs" "imp_costliv" "imp_climate" "imp_abort" "imp_gun" "imp_crime" "imp_gaza" "imp_antisem" "imp_votright" "imp_ukraine" "imp_schteach" "imp_islamop" "highered_bias" "highered_approve" "secular_reason" "police_safe" "police_confid" "police_number" "crime_selfplc" "treatcrime_theft" "treatcrime_marij" "treatcrime_camp" "treatcrime_firearm" "treatcrime_abort" "border_patrol" "border_milit" "border_legal" "aid_ukraine" "aid_israel" "aid_palest" "prej_muslims" "prej_jews" "group_fascists" "group_kkk" "group_nazi" "group_blm" "group_atheists" "group_prolife" "group_prochoice" "group_gunrights" "group_lgbtrights" "group_feminists" "group_whitesup" "group_antigay" "group_socialist" "group_antifa" "group_christfund" "group_laborun" "group_bigbus" "group_gayles" "group_transppl" "group_christians" "group_police" "group_journal" "group_nra" "group_ruralam" "group_planparent" "group_colprofs" "group_black" "group_white" "group_hispanic" "group_asian" "group_transmen" "group_transwom" "group_jews" "group_muslims" "foreign_israel" "foreign_hamas" "foreign_israelis" "foreign_palest" "tol_freespeech" "disqual_felon" "disqual_bribe" "disqual_docs" "disqual_sexhar" "felonserve_fedoff" "empsat_paidoff" "abrtpre_abrtself" "trans_health" "trans_sportgirl" "trans_sportboy" "raceadvt_white" "raceadvt_black" "raceadvt_hispanic" "raceadvt_asian" "resent_workway" "resent_genertns" "resent_deserve" "resent_tryhard" "sexism_bprotect" "sexism_bdiff" "sexism_bhetero" "sexism_hinnoc" "sexism_hpower" "empath_concern" "empath_perspect" "school_racism" "school_gender" "abrtpre_standard.By law, a woman should always be able to obtain an abortion as a matter of perso" "abrtpre_standard.The law should permit abortion for reasons other than rape," "abrtpre_standard.Other" "abrtpre_standard.The law should permit abortion only in case of rape, incest, or when the woman's" "abrtpre_standard.By law, abortion should never be permitted."
"47" 1 1 4 1 1 1 3 2 1 1 5 5 3 3 2 5 1 5 1 5 4 3 7 2 5 5 1 5 1 1 5 5 5 5 4 4 0 0 0 0 50 90 0 95 0 20 0 50 0 0 50 85 0 90 0 90 5 15 0 100 0 0 60 100 95 95 0 0 50 50 0 0 50 50 1 0 1 0 0 1 1 5 5 1 1 2 2 2 2 1 5 5 1 5 5 2 5 5 4 5 5 5 0 0 0 1 0
"48" 1 1 4 1 1 1 4 2 1 1 3 1 3 3 1 4 1 5 2 1 1 5 7 1 1 1 3 1 1 1 5 5 5 5 5 1 0 0 0 0 0 100 0 50 0 0 0 53 0 0 50 0 50 50 0 100 100 0 100 100 0 0 50 50 70 70 0 0 100 0 100 0 100 0 1 0 1 1 0 2 3 7 5 1 1 2 1 2 2 2 3 4 2 5 3 1 1 1 4 4 5 5 0 0 0 0 1
"49" 2 1 3 1 1 1 5 3 2 1 2 2 1 3 1 4 1 5 2 1 1 5 7 2 5 2 1 5 1 1 5 2 1 5 3 2 0 0 5 10 50 100 15 100 10 50 15 85 10 0 90 30 70 30 5 90 95 20 90 98 10 40 85 95 80 95 0 0 90 20 90 0 90 10 1 0 1 1 0 1 2 6 5 1 5 2 2 2 2 2 4 4 2 5 3 3 2 4 3 3 5 5 0 0 0 1 0
"50" 1 2 4 1 3 3 5 4 3 2 4 3 1 4 1 4 1 5 2 1 2 4 4 2 3 1 3 5 1 1 5 5 3 4 3 3 9 4 3 1 48 51 16 49 5 49 6 49 3 5 51 46 51 51 8 70 95 70 62 50 0 7 49 49 51 49 13 14 86 50 68 3 51 20 1 0 1 0 0 1 3 4 5 1 1 2 2 2 2 2 4 3 3 5 4 1 2 3 3 3 5 5 0 0 1 0 0
"51" 3 1 4 4 2 4 1 1 1 1 1 1 1 1 2 2 3 2 1 1 1 4 3 3 1 5 1 5 3 5 1 2 4 1 1 1 0 0 0 100 100 50 100 0 100 100 0 0 100 100 0 100 50 100 100 50 100 100 0 100 100 100 100 100 100 100 100 100 100 100 50 0 100 100 2 1 1 1 1 3 3 1 3 3 3 2 3 3 2 4 1 2 5 4 3 2 3 4 4 3 2 3 1 0 0 0 0
"52" 2 3 7 2 2 1 4 1 1 1 5 1 1 1 3 5 2 4 1 1 2 5 7 1 5 1 1 5 1 1 3 1 1 4 5 1 0 0 0 0 76 5 94 1 97 70 0 0 1 0 0 91 16 100 0 85 87 88 0 8 94 88 50 93 86 94 0 0 98 0 95 0 97 0 1 1 1 1 1 3 3 1 5 1 1 2 2 2 2 2 4 4 2 2 4 5 1 3 3 4 4 4 1 0 0 0 0
"53" 3 1 4 1 3 2 1 1 1 3 2 2 1 1 1 2 2 3 2 3 4 4 3 4 5 5 1 5 1 2 2 1 3 3 3 3 3 1 3 100 59 2 88 2 84 56 5 55 68 56 50 68 73 93 88 88 31 62 6 89 61 93 99 54 86 72 67 90 74 82 50 5 53 54 1 0 1 1 0 1 3 2 4 3 3 1 3 3 2 4 2 2 4 3 4 3 2 3 1 5 3 3 1 0 0 0 0
"54" 2 3 4 4 3 1 1 1 1 1 2 1 1 2 3 1 2 1 1 5 5 3 1 3 5 4 1 5 3 5 4 3 3 1 1 1 50 0 0 100 100 1 100 0 100 100 0 0 100 75 0 100 15 100 100 3 40 50 0 71 100 50 100 0 63 86 100 100 87 55 62 0 49 71 4 1 1 1 1 2 5 1 3 3 3 1 3 3 2 5 1 1 5 5 2 3 5 4 4 5 1 3 1 0 0 0 0
"55" 3 1 4 3 1 2 3 3 2 3 2 2 1 1 2 2 2 1 2 1 1 4 5 2 4 5 5 5 4 5 3 1 1 1 3 4 12 8 11 92 92 10 10 92 94 94 6 8 13 7 10 93 15 94 96 96 92 96 94 90 94 93 91 92 86 84 93 91 88 93 76 42 69 62 1 1 0 1 0 3 1 1 1 4 4 1 3 2 3 4 2 2 4 4 2 3 2 2 1 5 3 4 1 0 0 0 0
"56" 3 1 2 1 2 3 1 1 2 2 2 1 1 1 3 3 2 3 1 1 2 4 4 3 5 4 1 5 2 5 4 1 3 3 2 1 0 0 0 0 91 0 98 0 50 77 0 0 50 0 0 83 0 84 50 71 70 100 0 79 90 85 85 85 85 85 50 50 89 85 82 0 91 71 1 1 1 1 0 3 5 3 4 3 3 2 2 2 2 3 2 5 3 1 5 5 2 3 2 5 3 5 1 0 0 0 0
"57" 1 1 2 1 1 2 5 1 2 2 2 2 1 2 1 2 1 5 2 1 1 5 2 3 4 2 3 2 1 2 4 4 3 2 3 3 15 0 0 60 50 60 40 70 50 50 0 50 15 30 50 60 70 50 50 70 70 15 70 70 15 30 50 70 70 60 50 50 50 50 70 0 70 60 1 1 1 1 0 3 3 7 5 2 5 2 2 2 2 1 2 3 3 4 5 1 5 5 4 5 3 5 0 0 0 0 1
"58" 3 2 1 4 2 2 1 1 2 3 1 1 3 1 1 2 4 3 1 5 5 1 1 4 5 5 1 5 5 5 2 2 5 1 1 1 0 0 0 100 70 0 90 0 100 100 0 0 50 0 0 50 30 100 100 20 0 50 0 40 90 50 100 50 100 100 100 100 100 100 0 100 40 100 2 1 1 1 1 2 4 1 1 5 5 1 3 3 3 5 1 2 5 4 2 5 5 5 4 5 1 4 1 0 0 0 0
"59" 3 2 4 1 1 1 1 2 2 3 1 2 1 1 2 2 2 2 1 2 3 3 2 3 5 5 3 5 1 4 2 1 4 1 3 3 0 1 2 95 95 40 95 2 80 85 0 2 85 55 20 85 40 80 95 60 52 95 2 95 95 95 95 95 98 95 71 85 95 95 70 10 95 95 1 0 1 1 0 1 4 1 3 3 3 1 3 3 2 4 1 2 5 3 3 3 2 5 3 3 3 4 1 0 0 0 0
"60" 2 1 4 1 1 1 5 4 3 2 3 4 3 3 1 4 1 5 2 2 3 3 6 4 5 5 3 4 1 2 4 3 2 4 3 3 1 1 2 1 2 31 14 70 1 15 3 51 3 2 1 1 3 2 5 98 51 15 50 72 6 1 50 50 51 85 14 3 50 4 75 1 71 1 1 0 1 0 0 2 3 4 5 1 1 2 2 2 2 1 4 4 1 5 2 2 1 2 4 5 4 5 0 0 0 1 0
"61" 2 2 4 2 3 3 2 1 2 4 3 2 1 2 4 3 3 3 1 3 3 3 3 2 5 5 2 5 2 5 3 1 5 3 3 3 0 0 0 100 100 31 85 15 100 100 1 2 100 49 15 51 40 100 100 51 52 100 1 68 100 50 100 100 100 100 100 100 100 100 50 50 86 87 1 1 1 1 1 3 3 1 3 3 3 1 3 3 2 5 1 3 5 3 3 3 2 5 1 5 3 3 1 0 0 0 0
"62" 3 3 6 1 2 1 3 3 2 1 3 2 3 3 3 3 3 3 2 1 2 4 3 3 5 3 1 3 3 3 4 3 3 3 2 2 15 1 0 11 52 52 27 78 55 40 7 38 23 16 56 42 43 34 57 65 99 39 100 36 11 51 36 39 54 36 29 33 58 31 39 36 30 40 1 1 1 1 1 2 2 4 3 3 3 2 2 2 2 2 2 3 2 4 3 2 2 3 4 3 3 3 0 1 0 0 0
"63" 3 1 1 2 2 2 1 1 1 2 2 2 1 1 2 2 2 2 2 1 3 4 4 2 5 3 1 5 2 3 3 1 3 1 2 2 0 0 0 60 50 30 90 40 75 95 0 0 40 50 30 100 30 85 80 85 55 100 0 35 90 50 60 60 55 80 50 70 50 60 60 0 60 50 1 1 1 1 1 3 1 2 3 2 3 1 3 2 1 4 1 4 5 4 2 3 3 5 2 5 2 5 0 0 1 0 0
"64" 1 1 4 2 2 1 1 2 1 1 3 2 1 2 1 3 2 2 2 1 1 4 4 2 4 5 1 5 3 4 2 2 2 2 2 2 40 2 0 97 3 86 95 71 85 99 6 70 85 2 100 97 85 92 94 100 92 100 61 100 94 94 100 99 100 100 89 89 100 93 80 3 61 92 1 1 1 1 1 3 3 5 3 3 3 2 2 2 2 4 2 2 5 4 4 3 3 3 1 4 3 4 0 1 0 0 0
"65" 2 3 7 3 2 2 3 1 2 2 2 2 1 2 5 3 2 3 1 5 5 1 1 3 5 5 2 5 3 5 1 1 5 1 1 2 0 0 0 100 100 0 100 0 100 100 0 0 90 0 0 80 20 100 100 5 30 50 0 30 100 75 100 50 100 100 100 100 100 90 0 0 85 90 1 1 1 1 0 2 2 1 2 5 5 1 3 3 3 5 1 1 5 1 3 3 5 5 1 5 2 1 1 0 0 0 0
"66" 3 1 4 1 1 1 3 1 2 1 2 1 1 2 1 3 1 5 2 1 1 4 7 1 5 5 1 1 1 1 5 2 1 5 1 1 2 1 1 1 1 100 50 100 61 62 87 31 1 1 100 1 99 85 78 100 100 60 72 98 55 51 100 99 98 71 70 60 85 1 72 0 71 0 2 1 1 1 0 3 1 5 5 1 5 2 2 2 2 1 5 5 2 5 2 2 5 5 2 5 5 5 0 1 0 0 0
"67" 2 3 4 2 2 2 2 2 1 2 3 2 1 3 2 2 3 3 2 3 3 4 7 4 5 5 1 5 3 3 3 4 3 3 3 3 25 0 4 65 0 61 70 40 60 60 0 60 6 0 55 60 30 60 60 65 57 60 40 7 72 60 70 60 40 62 50 55 62 60 40 40 40 40 3 1 1 1 1 2 3 1 3 3 3 2 2 2 2 2 4 3 3 5 2 1 4 3 3 5 3 2 1 0 0 0 0
"68" 3 4 6 2 2 2 5 4 1 2 3 3 3 4 2 5 1 5 1 3 4 3 6 2 5 4 5 5 3 1 4 2 2 2 4 3 27 26 20 18 51 60 69 95 17 20 55 47 16 7 57 15 71 49 43 64 70 36 61 94 31 18 76 81 60 74 36 16 84 41 88 13 87 40 1 0 1 0 0 2 3 5 5 3 3 2 2 3 1 1 4 4 2 4 3 2 2 3 4 4 4 2 0 0 1 0 0
"69" 1 3 3 5 2 3 4 4 2 2 3 4 2 5 3 5 2 3 2 2 3 3 2 3 3 5 5 2 2 3 5 4 3 2 3 1 48 11 72 55 29 21 14 98 9 30 60 28 13 20 64 69 75 0 58 53 52 37 30 47 53 27 56 31 87 62 10 51 64 100 21 0 14 42 3 1 0 0 0 2 3 5 4 2 2 2 2 2 2 3 4 3 4 2 3 3 2 3 2 4 3 3 0 0 0 0 1
"70" 2 3 4 4 3 3 1 1 2 4 3 3 1 4 3 5 2 3 1 4 4 3 4 4 5 5 3 5 4 5 2 2 5 1 2 3 0 0 0 50 70 0 55 0 55 65 0 0 65 50 5 50 0 50 0 50 15 55 0 40 80 50 65 45 50 70 0 0 50 40 39 0 45 55 1 1 1 0 1 1 5 1 5 1 1 1 3 2 2 5 2 3 5 3 3 3 4 5 4 5 1 4 1 0 0 0 0
"71" 3 1 4 1 1 1 5 1 5 1 1 4 1 1 1 5 1 5 2 1 1 5 7 3 5 5 1 3 1 1 5 5 1 5 4 3 2 1 4 3 100 100 100 98 4 54 3 3 2 2 100 17 52 53 55 100 100 4 100 100 3 55 100 100 100 100 52 54 100 100 100 1 100 54 1 1 1 1 0 3 3 5 5 5 3 2 2 2 2 2 5 5 5 3 2 3 2 5 5 5 5 5 0 0 0 1 0
"72" 1 2 2 3 2 2 2 3 4 4 2 3 2 2 2 2 3 2 2 2 2 3 4 3 2 3 2 3 2 2 3 5 3 2 2 2 62 53 44 37 38 60 54 63 71 54 51 42 47 57 52 43 53 51 69 50 60 74 51 53 67 55 55 52 66 44 55 63 50 55 60 60 53 53 2 1 0 1 1 1 2 4 3 2 2 2 1 2 1 2 2 3 2 3 2 3 2 2 2 2 3 3 0 0 0 0 1
"73" 3 1 4 3 2 1 1 1 1 1 1 1 1 1 1 1 4 4 2 4 3 3 1 4 5 5 4 5 3 4 5 2 1 3 2 2 0 0 0 100 97 0 100 10 60 100 0 0 99 100 0 90 13 100 100 87 30 85 15 71 100 87 100 75 100 100 100 100 100 100 100 0 100 83 1 1 1 1 1 2 3 1 3 3 3 2 3 2 3 4 1 1 5 5 1 1 4 3 1 5 1 3 1 0 0 0 0
"74" 1 1 4 1 1 2 1 1 1 1 1 1 1 3 1 3 1 1 1 1 2 5 7 4 1 1 1 1 2 5 1 1 2 3 1 4 61 72 53 100 67 48 60 53 15 60 90 69 71 20 100 59 38 17 50 100 83 58 58 54 60 55 57 92 67 73 28 14 52 14 84 36 71 51 1 1 1 0 1 1 1 6 1 1 1 2 3 1 3 2 2 1 1 1 2 1 2 1 4 3 1 1 0 0 0 1 0
"75" 3 1 2 4 1 1 3 2 2 3 2 4 2 3 2 2 2 2 1 4 5 2 2 4 5 5 2 5 3 5 2 2 5 1 2 4 0 0 0 99 90 0 86 0 100 90 0 0 80 40 0 80 15 90 90 15 16 75 0 30 100 95 90 90 90 91 91 90 90 91 0 50 0 100 1 1 1 0 1 1 3 2 2 4 4 1 3 3 2 5 1 2 5 3 5 5 4 5 3 3 1 3 1 0 0 0 0
"76" 2 1 4 1 3 1 1 1 1 1 3 1 1 2 4 2 4 3 2 1 2 3 7 2 5 1 1 1 3 2 3 1 3 3 2 2 51 1 51 72 51 50 100 100 100 51 16 41 49 50 51 72 50 51 61 70 85 50 1 82 100 51 72 100 53 59 50 70 71 52 61 52 72 52 1 0 0 0 0 3 3 1 3 3 3 2 2 2 2 3 3 3 3 3 3 1 3 3 4 3 3 3 1 0 0 0 0
"77" 2 1 1 3 3 1 1 1 1 3 1 1 1 2 2 1 2 4 1 2 3 3 4 3 5 4 1 5 2 4 4 1 3 1 2 2 0 0 0 100 100 1 100 2 85 100 0 0 72 60 2 100 32 100 84 30 62 96 0 85 100 86 100 51 100 100 86 85 100 85 70 0 100 71 2 1 1 1 1 3 1 1 3 4 4 1 3 2 2 5 1 5 5 4 3 2 3 5 2 4 1 2 1 0 0 0 0
"78" 2 1 1 5 2 2 1 1 1 3 2 1 1 1 5 1 5 1 1 4 5 5 1 4 5 5 1 5 5 5 1 1 5 1 1 1 0 0 0 100 100 0 100 0 100 100 0 0 100 100 0 100 0 100 100 16 17 86 0 71 100 100 100 100 100 100 100 100 100 100 0 49 14 60 1 1 1 1 1 1 3 1 1 5 5 1 3 3 3 5 1 1 5 3 5 3 5 5 2 5 1 2 1 0 0 0 0
"79" 2 2 2 2 3 2 1 1 2 2 3 2 1 3 2 1 3 2 2 2 3 4 5 2 2 3 1 3 3 2 3 3 2 3 4 4 66 60 54 100 57 56 59 78 31 29 68 83 61 46 85 84 68 14 11 100 78 89 81 75 75 78 92 98 99 60 23 22 83 58 80 33 89 58 2 1 0 1 0 2 2 5 4 4 4 1 1 2 2 2 2 4 2 2 4 2 2 2 1 2 1 2 0 1 0 0 0
"80" 2 1 4 3 3 2 1 1 1 2 2 2 2 1 2 2 2 2 1 1 1 5 2 3 5 5 2 5 4 5 1 1 2 1 2 2 2 2 1 66 99 1 100 41 92 100 1 2 85 71 16 92 3 100 100 85 82 100 18 86 100 90 85 86 89 86 100 100 88 85 60 4 86 85 1 0 1 1 1 2 5 1 2 5 5 1 3 3 3 5 1 1 5 3 5 5 5 5 1 5 2 2 1 0 0 0 0
"81" 2 3 5 2 1 1 3 5 2 1 5 2 2 5 2 4 1 5 1 3 4 5 7 1 4 1 1 5 1 1 5 5 3 3 5 5 0 0 0 0 4 0 0 0 0 5 0 0 0 0 0 5 0 2 0 0 13 0 0 10 0 7 0 2 30 28 0 0 1 0 13 0 6 0 5 1 1 1 1 3 1 4 3 3 3 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 2 2 0 0 0 1 0
"82" 2 3 4 3 2 1 3 2 2 1 3 3 3 3 1 3 2 3 2 3 4 5 4 3 3 1 2 5 1 3 5 4 4 4 3 3 49 50 50 100 50 50 50 70 100 49 50 50 50 50 50 50 60 99 100 50 60 49 49 50 63 49 100 100 100 50 50 100 50 50 50 50 50 50 2 1 1 1 0 2 1 4 5 3 3 1 3 1 2 3 2 2 2 3 3 1 2 2 1 5 3 3 0 0 1 0 0
"83" 2 1 4 3 3 3 1 1 1 3 3 1 1 2 1 1 3 3 1 3 3 4 3 2 4 4 1 5 1 3 4 1 2 2 1 1 1 1 1 50 50 1 100 1 50 50 1 1 30 50 1 50 50 50 50 50 40 70 1 50 100 60 50 50 50 50 50 50 70 50 60 1 41 40 1 1 1 1 1 3 3 2 3 3 3 1 3 3 2 2 2 2 4 3 3 3 3 3 3 5 2 4 1 0 0 0 0
"84" 2 2 5 1 3 2 4 1 2 2 3 1 3 4 1 2 1 5 2 1 3 4 4 3 3 4 2 1 3 1 3 3 1 3 3 2 9 6 9 26 50 97 26 61 9 41 6 70 31 20 66 50 49 50 50 100 91 20 93 85 6 49 50 50 50 50 50 50 98 50 94 7 76 51 2 1 1 1 0 3 4 7 5 5 1 2 2 2 2 1 4 4 3 5 3 3 2 2 3 5 5 5 0 0 0 0 1
"85" 2 2 2 3 2 2 1 1 2 4 2 1 2 1 5 1 2 1 2 2 4 2 2 4 5 4 2 5 3 5 2 1 3 1 1 2 0 0 0 85 85 0 85 85 85 85 0 0 85 80 25 85 35 85 85 60 55 70 20 65 85 85 85 80 85 85 85 85 80 85 35 35 65 75 4 1 1 1 1 3 1 2 2 5 5 1 3 3 3 5 1 2 5 4 4 2 5 5 1 3 2 3 1 0 0 0 0
"86" 3 3 3 2 4 2 1 2 2 3 2 2 1 2 4 3 2 3 2 3 4 3 2 4 5 5 2 5 2 3 1 1 3 1 1 1 0 0 0 85 50 30 30 15 85 70 0 15 55 65 25 85 40 70 90 60 34 65 0 60 85 70 70 45 70 70 90 90 75 70 45 0 60 65 2 1 1 1 0 1 4 3 2 5 5 1 3 3 2 5 1 1 5 3 5 2 3 4 2 4 3 3 1 0 0 0 0
"87" 3 2 6 1 1 1 4 3 3 1 3 1 3 3 3 4 1 4 1 1 1 5 7 2 5 5 1 5 1 1 2 3 3 3 2 3 0 0 0 0 40 85 70 60 70 60 0 40 40 0 70 40 60 85 40 85 100 70 60 100 85 70 85 85 85 85 70 70 85 60 85 0 85 70 1 1 1 1 0 3 3 4 5 1 1 2 2 2 2 2 5 4 2 4 5 3 4 5 2 5 4 5 0 1 0 0 0
"88" 1 1 7 1 2 1 3 4 3 1 3 2 1 3 1 4 1 5 1 1 1 1 5 3 4 2 2 5 1 1 5 2 2 3 3 3 18 16 7 0 45 16 90 73 18 35 35 5 32 1 82 8 44 30 12 96 96 6 87 100 86 16 87 86 95 95 10 3 85 67 89 1 93 29 1 0 1 0 0 2 1 3 5 1 1 2 2 2 1 1 4 4 2 4 3 2 2 3 4 3 1 5 0 0 1 0 0
"89" 1 3 5 2 2 2 4 2 3 2 3 2 3 3 2 3 1 5 1 1 3 4 5 2 5 3 4 5 1 4 1 3 2 2 3 3 5 10 10 30 45 45 45 55 35 60 15 10 30 15 40 35 60 50 50 60 65 70 45 80 40 70 50 50 50 50 50 50 50 50 60 2 65 70 1 1 1 0 0 2 4 3 5 1 4 1 3 3 3 1 4 4 4 4 3 3 4 4 3 4 5 5 1 0 0 0 0
"90" 3 1 4 3 1 1 4 1 1 1 3 3 1 2 2 3 4 4 1 3 4 4 7 1 4 5 3 4 3 3 2 3 3 3 2 2 17 10 15 87 21 60 75 62 55 40 30 60 43 16 53 77 72 57 55 86 82 76 64 84 100 82 100 100 85 85 59 60 100 84 61 20 63 53 3 1 1 1 1 3 2 1 5 4 4 1 3 1 2 2 2 2 2 4 2 1 2 2 4 4 3 4 1 0 0 0 0
"91" 2 1 5 1 1 1 5 5 3 1 4 3 1 5 2 5 1 5 1 1 1 5 5 2 5 1 2 5 1 1 5 4 1 5 4 2 0 0 0 0 2 100 5 100 50 5 0 0 0 0 95 40 75 100 10 100 100 10 75 100 2 5 95 97 95 100 5 5 100 90 100 0 99 0 1 0 1 0 0 3 3 6 5 1 5 2 2 2 2 2 5 5 2 4 5 2 1 2 2 4 4 5 0 0 0 1 0
"92" 3 1 3 1 2 1 4 2 1 1 1 4 2 2 1 3 4 2 2 3 4 3 4 2 3 1 1 2 1 1 5 3 3 2 2 3 36 0 33 88 45 50 41 35 100 42 0 67 59 52 46 57 56 69 76 61 53 50 40 48 69 74 100 34 91 84 73 76 56 63 52 0 22 36 1 1 1 1 1 1 4 7 3 2 3 2 1 2 1 3 2 2 5 5 2 1 3 3 1 5 1 3 1 0 0 0 0
"93" 2 3 4 1 1 1 2 3 1 1 5 3 2 5 2 5 1 4 1 1 3 5 4 2 5 2 1 5 1 1 3 5 5 5 4 4 1 16 1 1 50 50 16 1 30 40 1 40 15 1 50 1 1 60 50 85 85 50 1 85 85 70 30 75 15 50 50 50 50 15 60 1 50 15 3 1 1 1 0 3 3 4 5 1 1 1 1 2 3 1 5 5 1 4 5 5 1 3 3 3 5 5 0 1 0 0 0
"94" 3 1 7 1 1 1 5 5 1 1 1 5 5 1 1 5 1 5 1 1 1 5 3 1 5 5 1 5 1 5 3 5 5 3 4 5 0 0 0 0 50 0 50 100 10 10 0 0 0 0 21 15 45 50 50 70 91 15 85 100 0 12 50 50 50 50 50 50 50 40 50 0 50 50 1 0 1 0 0 2 3 1 5 1 5 2 2 2 2 1 4 4 2 5 5 1 2 2 3 4 4 5 1 0 0 0 0
"95" 3 3 3 1 1 1 5 5 5 1 5 5 5 5 1 5 1 5 2 2 4 1 6 2 1 1 2 2 1 1 5 5 5 5 5 5 80 1 0 0 0 90 0 60 0 0 50 100 75 0 5 70 0 0 0 69 86 50 25 100 50 14 20 90 50 35 0 0 2 15 0 0 0 20 5 0 1 0 0 3 5 6 5 1 1 3 1 1 1 1 5 5 1 3 2 2 2 5 5 5 5 5 0 0 0 1 0
"96" 2 2 4 1 3 2 5 5 5 1 5 3 5 5 1 5 1 5 2 1 2 4 4 2 5 5 2 5 1 1 3 4 4 5 4 2 2 0 6 0 50 3 4 100 0 3 2 2 2 0 52 30 69 53 13 70 87 2 100 87 0 3 68 89 87 100 2 20 90 81 88 3 87 1 2 0 1 0 0 1 1 4 5 1 1 2 2 2 2 1 5 5 3 4 1 2 2 5 4 3 4 5 0 0 1 0 0
"97" 3 3 5 2 2 2 3 1 2 1 2 2 1 1 1 2 1 4 3 1 2 2 6 4 4 1 2 1 1 1 5 2 2 1 3 4 5 0 0 0 0 42 0 59 0 0 0 0 35 0 86 35 54 0 0 98 72 45 94 52 0 27 0 80 7 4 0 0 92 0 100 0 100 7 2 1 1 1 1 3 3 6 5 1 1 2 2 2 2 2 2 3 3 3 3 2 2 3 5 3 3 5 0 0 0 1 0
"98" 2 2 5 1 2 1 5 5 1 3 4 5 2 5 3 5 1 4 1 3 4 3 6 2 5 4 4 5 2 2 5 4 2 2 4 4 0 0 0 15 85 50 50 95 15 50 0 0 0 0 50 50 60 50 0 85 70 50 75 95 15 60 70 85 75 85 0 0 85 50 70 0 70 0 1 0 1 0 0 1 3 3 5 1 1 2 2 2 2 1 5 3 2 4 4 2 2 2 5 3 4 5 0 1 0 0 0
"99" 3 3 1 5 2 2 1 1 3 3 5 5 5 4 3 5 2 2 1 5 5 1 1 3 5 2 2 5 5 5 1 2 4 4 4 4 0 0 0 79 100 0 0 0 100 100 0 0 50 0 0 66 4 100 100 0 0 77 0 63 100 86 100 14 100 100 100 100 17 0 21 0 25 7 1 0 1 0 0 3 3 1 4 4 5 1 3 3 3 5 1 1 5 2 5 5 5 5 1 5 2 3 1 0 0 0 0
"100" 2 2 4 1 1 1 4 3 1 1 1 4 1 4 1 4 2 3 1 2 1 5 5 2 5 3 3 3 1 1 3 4 1 3 2 3 0 0 0 22 15 85 85 95 70 85 15 50 50 0 50 85 70 75 65 95 95 60 90 95 50 50 90 95 95 90 50 75 95 30 95 0 90 50 2 1 1 1 1 2 3 4 5 3 3 1 1 1 2 1 5 4 2 4 2 3 2 3 4 2 3 5 0 0 0 1 0
"101" 1 3 6 1 2 1 4 4 3 1 3 2 1 3 1 2 1 4 2 1 2 5 7 2 5 1 5 5 1 1 4 2 3 4 4 2 27 5 2 27 78 40 59 80 51 100 28 5 31 1 79 36 29 54 49 90 100 26 60 90 60 47 70 63 62 36 51 45 66 57 66 1 64 38 2 0 1 1 1 1 1 1 4 1 5 2 1 2 2 1 5 5 2 5 5 1 1 5 4 5 4 5 1 0 0 0 0
"102" 2 2 4 2 1 2 4 1 1 1 2 2 1 2 1 2 3 3 2 1 2 5 4 3 5 1 5 5 1 1 5 5 4 3 2 3 50 35 50 75 40 70 75 70 50 50 50 45 50 50 70 50 70 50 50 70 90 45 95 80 90 50 55 75 60 70 50 50 50 50 50 30 50 50 2 0 1 1 0 2 4 1 5 2 2 2 2 2 1 3 2 2 3 5 3 1 2 3 4 5 3 5 1 0 0 0 0
"103" 3 2 4 1 2 2 4 4 2 2 4 3 2 3 2 3 2 2 2 1 1 4 7 2 5 5 2 5 2 1 4 2 3 3 3 4 2 0 1 1 50 50 50 86 2 30 0 2 2 2 50 92 42 50 50 90 88 90 87 100 71 90 50 100 50 50 48 50 67 49 30 41 50 50 2 0 1 0 0 1 2 5 5 1 1 3 1 2 2 2 5 4 2 4 4 2 1 2 4 3 3 4 1 0 0 0 0
"104" 3 3 4 1 2 1 5 3 3 2 4 3 3 5 1 5 3 3 2 2 3 3 4 5 5 5 2 4 1 1 3 3 3 3 4 3 32 26 6 6 18 44 7 94 3 18 34 100 2 19 44 17 17 18 1 88 43 16 66 88 23 33 43 100 44 62 3 3 54 17 51 20 52 16 1 0 0 1 0 3 4 5 1 4 4 2 2 2 2 2 4 5 3 4 3 2 3 3 5 3 3 5 0 1 0 0 0
"105" 2 2 4 3 3 1 2 3 5 2 4 3 2 4 2 3 1 4 2 1 2 4 5 3 5 4 1 5 2 2 3 2 2 2 3 2 13 3 7 52 50 50 49 60 92 77 3 8 50 7 40 41 72 94 79 62 85 15 51 88 51 50 85 70 84 73 86 71 85 72 61 14 50 61 1 0 1 0 0 2 3 2 4 3 3 1 3 3 2 5 1 1 5 3 2 3 2 3 2 4 1 2 0 1 0 0 0
